store,site_code,st_type,tier,op.date,sqft,store_format,region,zone,fdu.non.fdu,apparel_area,festival
DHANBAD-BINODBIHARI CHOWK,101667,P1,iii,2022-03-31T00:00:00Z,10292,Composite,JHK2,East/JHK,vdu,7357.191559,pdc
PATNA-ANISHABAD,101661,P1,i,2022-03-31T00:00:00Z,7550,Fashion,BIHAR 1,Bihar,fdu,5715.450236,pdc
SULTANPUR-PUNCHRASTA ROAD,101668,P1,iii,2022-03-31T00:00:00Z,8028,Fashion,UP9,UP East,vdu,6907.32828,dc
FATUHA,101670,P1,iv,2022-04-07T00:00:00Z,5519,Fashion,BIHAR 1,Bihar,fdu,4673.980449,pdc
JAIPUR-MURLIPURA,101696,P1,i,2022-05-21T00:00:00Z,8688,Composite,RAJASTHAN-1,North,fdu,6158.770946,dc
GHAZIPUR-DILDARNAGAR,101700,P1,iv,2022-05-28T00:00:00Z,7547,Fashion,UP3,UP East,vdu,6094.670253,dc
BALRAMPUR-UTRAULA,101704,P1,iv,2022-06-06T00:00:00Z,6775,Fashion,UP9,UP East,vdu,5184.919704,dc
CHHATARPUR-JAWAHAR ROAD,101739,P1,iii,2022-06-16T00:00:00Z,8440,Fashion,MP2,North,fdu,6625.624725,dc
BARAN-KOTA ROAD,101656,P1,iii,2022-06-28T00:00:00Z,7903,Fashion,RAJASTHAN-2,North,vdu,6401.36401,dc
DEHRADUN-VIKAS NAGAR,101698,P1,iii,2022-06-29T00:00:00Z,8659,Fashion,UK,North,vdu,6884.061267,dc
BARPETA TOWN-HOWLY ROAD,101733,P1,iii,2022-07-08T00:00:00Z,11000,Composite,NE,East/JHK,fdu,7585.74513,purepujo
WAIDHAN-VIDHYANAGAR ROAD,101695,P1,iii,2022-07-10T00:00:00Z,8387,Fashion,MP1,North,vdu,6815.564969,dc
KOLKATA-ESPLANADE,101764,P1,i,2022-07-20T00:00:00Z,33491,Composite,WB1,East/JHK,fdu,11295.80668,purepujo
GHAZIABAD-GANDHI NAGAR,101743,P1,i,2022-07-23T00:00:00Z,8620,Fashion,DELHI NCR,North,fdu,6910.927436,dc
DEHRADUN-HARIDWAR ROAD,101757,P1,i,2022-08-15T00:00:00Z,5885,Fashion,UK,North,vdu,5390.264105,dc
ROORKEE RAMNAGAR,101759,P1,iii,2022-08-27T00:00:00Z,7917,Fashion,UK,North,fdu,6190.164921,dc
DARBHANGA-BAKARGANJ,101762,P1,iii,2022-08-29T00:00:00Z,6545,Fashion,BIHAR 2,Bihar,vdu,5090.074938,pdc
FORBESGANJ-SADAR ROAD,101767,P1,iv,2022-09-03T00:00:00Z,6669,Fashion,BIHAR 3,Bihar,vdu,5081.620343,pdc
SUALKUCHI,101736,P1,iv,2022-09-07T00:00:00Z,9038,Composite,NE,East/JHK,vdu,6046.635434,purepujo
BEGUSARAI-TEGHRA,101737,P1,iv,2022-09-18T00:00:00Z,8000,Composite,BIHAR 2,Bihar,vdu,5154.195527,pdc
GORAKHPUR-TARAMANDAL,101807,P1,iii,2022-09-24T00:00:00Z,9625,Composite,UP4,UP East,fdu,6975.67091,dc
LUCKNOW-TEDHIPULIA,101808,P1,i,2022-09-24T00:00:00Z,13500,Composite,UP8,UP East,fdu,9157.402906,dc
BHUBANESWAR-PATIA,101821,P1,i,2022-09-25T00:00:00Z,27060,Composite,ODISHA,East/JHK,fdu,9351.96153,purepujo
DHEKIAJULI-TEZPUR ROAD,101806,P1,iv,2022-09-30T00:00:00Z,9463,Composite,NE,East/JHK,vdu,6272.602288,purepujo
UDAIPUR-FATEHPURA,101765,P1,iii,2022-10-02T00:00:00Z,10027,Composite,RAJASTHAN-2,North,fdu,7009.702435,dc
GORAKHPUR-MANGLAM-2,101772,P1,iii,2022-10-05T00:00:00Z,9374,Composite,UP4,UP East,fdu,6281.576898,dc
JAIPUR-MANSAROVAR,101674,P1,i,2022-10-12T00:00:00Z,8800,Fashion,RAJASTHAN-1,North,fdu,6955.014389,dc
GORAKHPUR-BARHALGANJ,101697,P1,iv,2022-10-15T00:00:00Z,8098,Fashion,UP3,UP East,vdu,6744.941363,dc
KOTDWAR-DEVI ROAD,101830,P1,iii,2022-10-15T00:00:00Z,7000,Fashion,UK,North,fdu,6042.24126,dc
SATNA-STATION ROAD,101666,P1,iii,2022-10-15T00:00:00Z,8313,Fashion,MP2,North,vdu,6813.919448,dc
RAJSAMAND-KANKROLI,101845,P1,iii,2022-11-24T00:00:00Z,7265,Fashion,RAJASTHAN-2,North,fdu,6417.546651,dc
DHARMANAGAR-STATION ROAD,101665,P1,iii,2022-11-30T00:00:00Z,12600,Composite,NE,East/JHK,fdu,8283.896442,purepujo
GORAKHPUR-MOHADDIPUR,101820,P1,iii,2022-12-08T00:00:00Z,10214,Composite,UP4,UP East,fdu,6756.414573,dc
SAWAIMADHOPUR,101766,P1,iii,2022-12-08T00:00:00Z,6188,Fashion,RAJASTHAN-2,North,vdu,5959.95774,dc
RANCHI-STATION ROAD,101846,P1,i,2022-12-09T00:00:00Z,9532,Composite,JHK1,East/JHK,vdu,6686.814889,pdc
KHUNTI-SUBHASH CHOWK,101715,P1,iii,2022-12-17T00:00:00Z,8247,Fashion,JHK1,East/JHK,vdu,6734.366936,pdc
BHADOHI-STATION ROAD,101818,P1,iii,2022-12-23T00:00:00Z,7723,Fashion,UP5,UP East,vdu,6254.954688,dc
SHAHJAHANPUR-KACHCHAKATRA,101847,P1,iii,2022-12-25T00:00:00Z,8639,Composite,UP6,UP East,vdu,6009.638275,dc
PRYAGRAJ-PHAPHAMAU,101577,P1,i,2023-01-01T00:00:00Z,10368,Composite,UP10,UP East,fdu,7119.038316,dc
SIVASAGAR-BOARDING ROAD,101771,P1,iii,2023-01-05T00:00:00Z,9968,Composite,NE,East/JHK,vdu,6512.216019,purepujo
JUNAGARH,101869,P1,iii,2023-01-07T00:00:00Z,8480,Fashion,GUJRAT,North,fdu,7208.704846,dc
PHARENDA-STATION ROAD,101868,P1,iii,2023-01-25T00:00:00Z,7963,Fashion,UP4,UP East,vdu,6479.934225,dc
ETAH-GT ROAD,101878,P1,iii,2023-03-02T00:00:00Z,9400,Composite,UP11,UP East,vdu,7483.265008,dc
KONNAGAR-IG ROAD,102394,P1,iii,2023-03-04T00:00:00Z,7522,Fashion,WB1,East/JHK,fdu,5641.5,purepujo
RANGIA-BHUTAN BUS STAND,101813,P1,iii,2023-03-05T00:00:00Z,7500,Fashion,NE,East/JHK,vdu,6692.65537,purepujo
ROBERTSGANJ,102419,P1,iii,2023-03-05T00:00:00Z,5790,Fashion,UP5,UP East,vdu,4268.395125,dc
GHAZIPUR-KASHIMABAD,101814,P1,ii,2023-03-22T00:00:00Z,6000,Fashion,UP3,UP East,fdu,4807.813629,dc
AMTALA,101877,P1,iii,2023-03-27T00:00:00Z,6268,Fashion,WB1,East/JHK,fdu,5232.154112,purepujo
PITHAMPUR-NEEMUCH ROAD,102393,P1,iii,2023-03-27T00:00:00Z,7300,Fashion,MP2,North,fdu,6184.186571,dc
MORENA-M S ROAD,101874,P2,iii,2023-04-28T00:00:00Z,9000,Fashion,MP2,North,fdu,8081.434068,dc
BIHTA,101831,P2,iii,2023-05-22T00:00:00Z,6500,Fashion,BIHAR 1,Bihar,fdu,4875,pdc
BHILWARA-RAJENDRA MARG,102507,P2,iii,2023-06-22T00:00:00Z,9090,Fashion,RAJASTHAN-1,North,fdu,6817.5,dc
DEHRADUN-RAJPUR ROAD,102525,P2,i,2023-06-27T00:00:00Z,7568,Fashion,UK,North,fdu,5676,dc
PRATAPGARH-GHANTAGHAR,101732,P2,i,2023-06-27T00:00:00Z,8000,Fashion,UP10,UP East,fdu,6000,dc
